method,mask,pruned_blocks,qubo_energy,predicted_compression,predicted_loss_penalty,num_pruned_blocks,baseline_accuracy,baseline_macro_f1,baseline_validation_loss,actual_accuracy,actual_macro_f1,actual_validation_loss,accuracy_drop,f1_drop,loss_increase,pruned_parameter_count,total_trainable_params,actual_parameter_reduction,n_samples,selection_time_seconds,eval_seconds
classical_greedy_sensitivity_ranking,1110000000,stages.2.blocks.2; stages.3.blocks.2; stages.2.blocks.0,-0.2323461227907373,0.4479216665066718,0.040967938725294396,3,0.9916666666666667,0.9910687234689917,0.08863729625940323,0.945,0.9394025753898378,0.24191885073979696,0.046666666666666745,0.05166614807915382,0.15328155448039374,7166976,27831663,0.2575115974923956,600,0.00034309999318793416,90.78516420000233
